,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
195,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Marine wildlife licence applications,Requesting a licence or consent,,Data on applications for marine wildlife licences.,Business,Fees and charges,,,,,,,,,,,,,,,,,,,,10,,16,,12,,24,,24,,17,,13,,9,,11,,24
197,Defra,Department for Environment Food and Rural Affairs,Natural England,Organic Entry Level Stewardship: amendments,Requesting benefits payments or loans,http://www.naturalengland.org.uk/ourwork/farming/funding/es/oels/howtogetstartedoels.aspx,Data for amendments made under the Organic Entry Level Stewardship scheme administered by Natural England.,Business,Taxpayers,,,,482,,,,,,1679,,771,,,,,,,0,1200,0,1999,0,2072,0,2491,0,2336,,1671,0,1304,0,846,,954,,2491
198,Defra,Department for Environment Food and Rural Affairs,Animal and Plant Health Agency,Plant Breeders' Rights,Requesting a licence or consent,http://www.gov.uk/apha,Data for applications to qualify for legal protection for the investment plant breeders make in breeding and developing new varieties. ,Business,Taxpayers,,100,,,,,,,,46,0,27,0,2,,2,0,6,0,19,0,26,0,29,0,28,0,21,0,14,0,12,0,30,0,61,0,100
205,Defra,Department for Environment Food and Rural Affairs,Natural England,Assents for sites of special scientific interest,Requesting a licence or consent,http://www.naturalengland.org.uk/ourwork/conservation/designatedareas/sssi/duties.aspx,Data for assents for sites of special scientific interest.,Business,Taxpayers,,1000,,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102
206,Defra,Department for Environment Food and Rural Affairs,Natural England,Consents for sites of special scientific interest (S28E),Requesting a licence or consent,http://www.naturalengland.org.uk/ourwork/conservation/designatedareas/sssi/owneroccupierinfo.aspx#responsibilities,Data for consents for sites of special scientific interest (S28E).,Business,Taxpayers,,1000,,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702
226,DFID,Department for International Development,Department for International Development,Small Charities Challenge Fund: applications,Requesting benefits payments or loans,https://www.ukaiddirect.org/applicationssccfgrant/,Data for applications submitted from notforprofit UK registered organisation with an annual income of £250000 or less. Grants to support and strengthen the work of small UK registered charities to help enhance their capacity to carry out work in the priority countries in efforts to tackle poverty and work towards achieving the Global Goals.,Business,Taxpayers,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
227,DFID,Department for International Development,Department for International Development,UK Aid Direct: proposals,Requesting benefits payments or loans,https://www.ukaiddirect.org/,Data for proposals submitted for  support to civil society organisations working on sustained poverty reduction in marginalised and vulnerable communities.,Business,Taxpayers,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
230,DfT,Department for Transport,Maritime and Coastguard Agency,Applications for a compass adjuster's certificate of competency,Requesting a licence or consent,,Data for applications for a certificate of competency for a compass adjuster.,Individuals,[not provided],,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3
231,DfT,Department for Transport,Highways England,Dart Charge: Dartford Crossing payments,Making a payment,https://www.gov.uk/paydartfordcrossingcharge,Data for payments to use the Dartford Crossing,Individuals,[not provided],A transaction is defined as a crossing during charging hours. Crossings can be counted at a later date if they progress out of image review to a recognised crossing. This occurs in a handful of cases and should not change crossing figures by any more than 0.001%.,,,,,,,,,,,,,,,,,,,,,,,,,38225014,,,,,,,,,,,,38225014
232,DfT,Department for Transport,Highways England,Electronic Service Delivery for Abnormal Loads (ESDAL): notifications,Providing information,http://www.highways.gov.uk/specialistinformation/abnormalloads/,Data for notifications from hauliers transporting abnormal loads on roads in England using the Electronic Service Delivery for Abnormal Loads (ESDAL).,Business,[not provided],,,,,,,,,,957161,957161,1021206,1021206,,,,,,,,,,,,,,,,,,,,,,,,,1021206
233,DfT,Department for Transport,Maritime and Coastguard Agency,Safe manning of ships: applications for a safe manning document,Requesting a licence or consent,https://www.gov.uk/government/publications/applicationforasafemanningdocumentmsf4227,Data for applications for a safe manning document required for every ship over 500 gross tonnage (GT) joining the UK Ship Register.,Business,Fees and charges,,,,,,,,,,,,,,37,,41,,41,,,,,,,,,,,,,,,,,,,,41
234,DfT,Department for Transport,Maritime and Coastguard Agency,Safe manning of ships: applications for a safe manning document for vessels with a sister vessel already registered,Requesting a licence or consent,,Data for applications for a safe manning document for vessels with a sister ship already registered with the UK.,Business,Fees and charges,,,,,,,,,,,,,,11,,11,,13,,,,,,,,,,,,,,,,,,,,13
235,DfT,Department for Transport,Maritime and Coastguard Agency,Safe manning of ships: technical amendments to documents,Providing information,,Data for amendments to a vessel's safe manning document including manning changes or a name change of vessel or owner.,Business,[not provided],,,,,,,,,,,,,,67,,99,,92,,,,,,,,,,,,,,,,,,,,99
236,DfT,Department for Transport,Maritime and Coastguard Agency,Safe manning of ships: applications for exemption from requirements,Requesting a licence or consent,,Data for applications for an exemption from the safe manning requirements eg the reduction of a crew numbers for a short period of time due to an emergency.,Business,[not provided],,,,,,,,,,,,,,74,,64,,58,,,,,,,,,,,,,,,,,,,,74
237,DfT,Department for Transport,Maritime and Coastguard Agency,Applications for vessel traffic services (VTS) certification logbooks,Requesting a licence or consent,https://www.gov.uk/vtscertificationoperatorssupervisorsandinstructors,Data for applications for the issue of a Vessel Traffic Services Certification Logbook including the issue of certificates.,Business,[not provided],,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,85
249,DfT,Department for Transport,Maritime and Coastguard Agency,Applications for Letters of Initial Assessment (LIA) to train as an engineer officer,Requesting a licence or consent,https://www.gov.uk/applyforanliaorcollegelettertotrainasanengineerofficer,Data for applications for letters of initial assessment of qualifications as a marine engineer. ,Individuals,[not provided],,,,,,,,,,,,,,1053,,1053,,893,0,,,,,,,,,,,,,,,,,,,1053
251,DfT,Department for Transport,Maritime and Coastguard Agency,Certificates of competency (CoC) for sailors: applications to sit oral examinations,Requesting information,https://www.gov.uk/applyforaukseafarercocdeckandengineerofficers,Data for applications to sit oral examinations for certificates of competency for sailors.,Individuals,[not provided],,,,,,,,,,,,,,5620,,5444,,5501,,5486,,,,,,,,,,,,,,,,,,5620
252,DfT,Department for Transport,Maritime and Coastguard Agency,Certificates of competency (CoC) for sailors: revalidations,Requesting information,https://www.gov.uk/applyforaukseafarercocdeckandengineerofficers,Data for revalidations (after 5 years) of certificates of competency for sailors.,Individuals,[not provided],,,,,,,,,,,,,,3797,,3836,,3864,,3855,,,,,,,,,,,,,,,,,,3864
253,DfT,Department for Transport,Maritime and Coastguard Agency,Certificates of equivalent competency (CEC) for sailors issued,Requesting a licence or consent,https://www.gov.uk/applyforacecfordeckandengineerofficers,Data for assessment of sailors' nonUK qualifications for issue of a certificate of equivalent competency.,Individuals,[not provided],,,,,,,,,,,,,,4832,,4839,,4830,,4713,,,,,,,,,,,,,,,,,,4839
254,DfT,Department for Transport,Highways England,Compensation for reduction in property value: part I claims,Requesting information,http://www.highways.gov.uk/ourroadnetwork/landpropertyandcompensation/part1claims/,Data for claims for com­pen­sa­tion under part I of the Land Com­pen­sa­tion Act 1973 from peo­ple who own and occupy prop­erty that has been reduced in value by phys­i­cal fac­tors caused by the use of a new or altered road.,Individuals,Taxpayers,,471,,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390
262,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Requests for certificate for entitlement to drive,Requesting a licence or consent,,Data for applications for a certificate of entitlement to drive for car hire companies.,Individuals,Fees and charges,,,,,,1250260,0,,0,0,,,,0,0,5698,0,12710,0,20868,0,20868,0,20078,0,18644,0,18375,0,18391,0,18129,0,17794,0,17529,0,1250260
263,DfT,Department for Transport,Maritime and Coastguard Agency,Small Ships Register,Registering,https://mcanet.mcga.gov.uk/ssr/ssr/,Data for online registrations on the Small Ships Register,Individuals,Taxpayers,,3500,,3500,,10807,,,,10805,5886,10585,5951,10351,5965,10090,5964,10413,,10577,,,,,,,,,,,,,,,,,,10807
264,DfT,Department for Transport,Maritime and Coastguard Agency,Standards for training certification and watch keeping (STCW): applications for endorsements to certificates,Requesting a licence or consent,https://www.gov.uk/applyforgmdssstcwendorsementmerchantnavyradiooperators,Data for applications for standards for training certification and watch keeping (STCW) endorsements to global maritime distress and safety system (GMDSS) certificates.,Individuals,[not provided],,,,,,,,,,,,,,3971,,3796,,3714,,,,,,,,,,,,,,,,,,,,3971
265,DfT,Department for Transport,Maritime and Coastguard Agency,Assessments for the issue of tanker endorsements,Requesting a licence or consent,https://www.gov.uk/specialtrainingratingsofficers,Data for assessments for the issue of a tanker endorsement and entering endorsements into a UK certificate of competency.,Individuals,[not provided],,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,400
267,DfT,Department for Transport,Maritime and Coastguard Agency,Registrations with the voluntary safety identification schem for leisure vessels and small craft,Providing information,https://mcanet.mcga.gov.uk/public/cg66/,Data for registrations with the voluntary safety identification scheme where ships provide identification details to help rescue services.,Individuals,Taxpayers,,1600,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600
268,DfT,Department for Transport,Maritime and Coastguard Agency,Applications for watch rating certificates,Requesting a licence or consent,https://www.gov.uk/applyfornavigationalengineroomratingscertificate,Data for applications for watch rating certificates including issuing.,Individuals,[not provided],,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,174
269,DfT,Department for Transport,Maritime and Coastguard Agency,Applications for yacht rating certificates,Requesting a licence or consent,https://www.gov.uk/applyfornavigationalengineroomratingscertificate,Data for applications for a yacht racing certificate.,Individuals,[not provided],,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,160
365,DWP,Department for Work and Pensions,Department for Work and Pensions,Personal Independence Payments: existing claims,Requesting benefits payments or loans,https://www.gov.uk/pip,Personal Independence Payment (PIP) helps with some of the extra costs caused by longterm illhealth or a disability for people aged between 16 and 64.,Individuals,Taxpayers,Maintaining claims involves many interactions with people across the duration of their claim. It includes contacts about changes of circumstances or compliance checks that could affect eligibility and the investigation of potential fraud and error. It also includes the making of payments and queries about nonreceipt.<br>The rolling year number of transactions given is the annual average of the number of cases on the caseload. The most recent quarterly data provided is a snap shot of total volumes of cases on the caseload (data obtained from StatXplore).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0
366,DWP,Department for Work and Pensions,Department for Work and Pensions,Personal Independence Payments: new claims,Requesting benefits payments or loans,https://www.gov.uk/pip,Personal Independence Payment (PIP) helps with some of the extra costs caused by longterm illhealth or a disability for people aged between 16 and 64.,Individuals,Taxpayers,New claims involve several interactions with the applicant including assembling evidence to validate identity and eligibility issuing NI numbers and dealing with any appeals against the decisions made.<br>The number of transactions given is the annual number of applications processed whether successful or not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0
303,DHSC,Department of Health and Social Care,Department of Health,Overseas healthcare: insurance company reimbursements (A25b payments),Requesting benefits payments or loans,,Data for reimbursements to insurance companies where their policies are used to cover health costs that should have been covered by the European Health Insurance Card (EHIC).,Business,[not provided],,,,,,3891,,,,4419,,5966,,8153,,9059,,,,,,,,,,,,,,,,,,,,,,9059
305,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Registrations to MHRA Portal:,Requesting information,http://portal.mhra.gov.uk/forms/registration/subscribing_organisation_registration_process.pdf,Data for registrations to the Medicines and Healthcare products Regulatory Agency (MHRA) Portal.,Business,Taxpayers,,,,,,,,,,,,,,,,,,,,,,,,,,159,,164,,142,,122,,77,,70,,164
